id,olng,olat,dlng,dlat,Ts,Tr,Cep,Tp,Td,WT,TD,D
13200,-74.00322723388672,40.74908828735352,-73.98120880126955,40.77914810180664,581.68,1800,1800,1800.0,2381.68,0.0,-1.1368683772161603e-13,0.9999999999999998
13201,-73.9872055053711,40.718849182128906,-73.9579086303711,40.784706115722656,1432.26,1800,1800,-1.0,-1.0,-1,-1,0.0
13202,-73.97918701171875,40.76501083374024,-74.0038833618164,40.73738098144531,906.9,1800,1800,1857.61,2764.51,57.6099999999999,3.410605131648481e-13,1.0000000000000004
13203,-73.97197723388672,40.786521911621094,-73.96662139892578,40.764930725097656,696.59,1800,1800,1829.6299999999999,2580.81,29.62999999999988,54.59000000000003,1.0783674758466244
13204,-73.99594116210938,40.73883438110352,-74.00457000732422,40.74711227416992,343.02,1800,1800,-1.0,-1.0,-1,-1,0.0
13205,-73.97625732421875,40.77611541748047,-73.99132537841797,40.76003646850585,511.64,1800,1800,-1.0,-1.0,-1,-1,0.0
13206,-73.98928833007811,40.74781036376953,-73.99784851074219,40.74123001098633,262.08,1800,1800,-1.0,-1.0,-1,-1,0.0
13207,-73.97818756103516,40.788536071777344,-73.97115325927734,40.79560852050781,193.79,1800,1800,1842.0600000000002,2061.9300000000003,42.06000000000017,26.080000000000126,1.1345786676299092
13208,-73.98511505126955,40.77888488769531,-73.95307922363281,40.78310775756836,769.17,1800,1800,1849.83,2683.08,49.82999999999993,64.08000000000004,1.0833105815359414
13209,-73.984619140625,40.73979187011719,-73.98883056640625,40.72021865844727,659.05,1800,1800,-1.0,-1.0,-1,-1,0.0
13210,-74.0040512084961,40.74760818481445,-73.99172210693358,40.72639083862305,805.46,1801,1801,1835.48,2640.94,34.48000000000002,0.0,1.0
13211,-73.98199462890625,40.74617004394531,-73.95796966552734,40.77017211914063,816.99,1801,1801,-1.0,-1.0,-1,-1,0.0
13212,-74.00814056396483,40.7456283569336,-74.01416778564453,40.71440887451172,599.89,1801,1801,-1.0,-1.0,-1,-1,0.0
13213,-73.98400115966798,40.74656677246094,-73.97138977050781,40.75556564331055,434.92,1801,1801,-1.0,-1.0,-1,-1,0.0
13214,-73.96887969970702,40.7697639465332,-74.00863647460938,40.71979522705078,1405.88,1801,1801,-1.0,-1.0,-1,-1,0.0
13215,-73.99317169189453,40.74285125732422,-73.9767074584961,40.73949432373047,434.83,1801,1801,-1.0,-1.0,-1,-1,0.0
13216,-73.97914123535155,40.771968841552734,-73.9930191040039,40.74248123168945,975.76,1802,1802,1949.96,2925.72,147.96000000000004,-2.2737367544323206e-13,0.9999999999999998
13217,-74.00729370117188,40.75178146362305,-73.99474334716798,40.7503318786621,366.96,1802,1802,-1.0,-1.0,-1,-1,0.0
13218,-74.00347900390625,40.728530883789055,-73.97360229492188,40.75988006591797,1022.53,1802,1802,-1.0,-1.0,-1,-1,0.0
13219,-74.00566101074219,40.74113845825195,-74.01612854003906,40.71498107910156,648.0,1802,1802,1856.29,2504.29,54.289999999999964,0.0,1.0
13220,-73.99153900146483,40.74443817138672,-73.995849609375,40.73286819458008,326.78,1802,1802,-1.0,-1.0,-1,-1,0.0
13221,-73.97550964355469,40.74932861328125,-73.95211029052734,40.77322006225585,583.01,1802,1802,1832.6799999999998,2493.81,30.679999999999836,78.12000000000012,1.1339942711102728
13222,-73.98091888427734,40.74190902709961,-73.99005126953125,40.7622184753418,926.48,1803,1803,-1.0,-1.0,-1,-1,0.0
13223,-73.9583969116211,40.77565002441406,-73.96588134765625,40.7530403137207,734.66,1803,1803,1832.37,2567.03,29.36999999999989,3.410605131648481e-13,1.0000000000000004
13224,-74.00819396972656,40.737606048583984,-73.98941040039062,40.75792694091797,665.27,1803,1803,1983.16,2648.43,180.16000000000008,-2.2737367544323206e-13,0.9999999999999997
13225,-73.97550201416014,40.75554656982422,-73.99127197265625,40.75575637817383,546.51,1803,1803,-1.0,-1.0,-1,-1,0.0
13226,-73.97170257568358,40.756797790527344,-73.97798156738281,40.76556396484375,438.16,1803,1803,-1.0,-1.0,-1,-1,0.0
13227,-73.95211029052734,40.76613998413085,-73.9462661743164,40.78306579589844,346.38,1803,1803,-1.0,-1.0,-1,-1,0.0
13228,-73.9853515625,40.73865127563477,-73.98416137695312,40.72547149658203,443.61,1803,1803,1849.41,2293.02,46.41000000000008,-1.1368683772161603e-13,0.9999999999999998
13229,-73.9817123413086,40.76167297363281,-73.96022033691406,40.77032852172852,754.09,1803,1803,-1.0,-1.0,-1,-1,0.0
13230,-73.96824645996094,40.79907989501953,-73.98043060302734,40.76551818847656,834.11,1803,1803,2079.87,2913.98,276.8699999999999,1.1368683772161603e-13,1.0000000000000002
13231,-73.97726440429686,40.76453399658203,-73.95543670654298,40.78246688842773,619.76,1804,1804,-1.0,-1.0,-1,-1,0.0
13232,-73.98684692382812,40.72593307495117,-74.00305938720702,40.71796417236328,608.97,1804,1804,1857.81,2466.78,53.809999999999945,2.2737367544323206e-13,1.0000000000000004
13233,-73.96351623535155,40.76880645751953,-73.96321868896483,40.75444793701172,565.26,1804,1804,-1.0,-1.0,-1,-1,0.0
13234,-73.96353912353516,40.76861190795898,-73.97660064697266,40.775691986083984,471.67,1804,1804,-1.0,-1.0,-1,-1,0.0
13235,-73.97913360595702,40.76399612426758,-73.99638366699219,40.74284362792969,773.35,1804,1804,-1.0,-1.0,-1,-1,0.0
13236,-73.99474334716798,40.72774887084961,-73.9931640625,40.733665466308594,244.59,1804,1804,-1.0,-1.0,-1,-1,0.0
13237,-73.96361541748048,40.7636833190918,-73.95341491699219,40.77859115600585,265.22,1804,1804,-1.0,-1.0,-1,-1,0.0
13238,-73.9710464477539,40.75834655761719,-73.9794921875,40.76163864135742,387.73,1804,1804,-1.0,-1.0,-1,-1,0.0
13239,-73.9672622680664,40.79336929321289,-73.97763061523438,40.77891159057617,251.26,1804,1804,1830.0,2081.26,26.0,2.2737367544323206e-13,1.0000000000000009
13240,-73.94869232177734,40.78190612792969,-73.97700500488281,40.78799057006836,621.73,1804,1804,1937.07,2558.8,133.06999999999994,2.2737367544323206e-13,1.0000000000000004
13241,-73.96763610839844,40.75616836547852,-73.98282623291014,40.734676361083984,414.62,1805,1805,1833.57,2248.19,28.569999999999936,1.1368683772161603e-13,1.0000000000000002
13242,-73.98390960693358,40.7625389099121,-73.96900177001955,40.76068115234375,552.12,1805,1805,1830.0,2382.12,25.0,-1.1368683772161603e-13,0.9999999999999998
13243,-73.99234008789062,40.749359130859375,-73.99224853515625,40.73363494873047,434.53,1805,1805,1862.3400000000001,2296.87,57.340000000000146,-2.2737367544323206e-13,0.9999999999999994
13244,-73.95594787597656,40.7635498046875,-73.99615478515625,40.7372932434082,949.22,1805,1805,1860.08,2867.25,55.07999999999993,57.950000000000045,1.06105012536609
13245,-73.95069122314453,40.779388427734375,-74.0037841796875,40.75074768066406,1294.81,1805,1805,1833.63,3199.77,28.63000000000011,71.32999999999993,1.0550891636610775
13246,-73.96308135986328,40.76234817504883,-73.99333190917969,40.735008239746094,881.71,1805,1805,-1.0,-1.0,-1,-1,0.0
13247,-73.96730041503906,40.77228927612305,-73.98394775390625,40.75981521606445,654.64,1805,1805,-1.0,-1.0,-1,-1,0.0
13248,-73.96563720703125,40.76848983764648,-73.98619079589844,40.77216339111328,575.96,1805,1805,1844.26,2482.34,39.25999999999999,62.12000000000012,1.1078547121327873
13249,-74.00603485107422,40.74506378173828,-73.98211669921875,40.77837753295898,615.35,1806,1806,1860.17,2475.52,54.17000000000007,-1.1368683772161603e-13,0.9999999999999998
13250,-73.97412109375,40.751731872558594,-73.9905776977539,40.72673416137695,653.07,1806,1806,-1.0,-1.0,-1,-1,0.0
13251,-73.9690933227539,40.790916442871094,-73.98390960693358,40.77143478393555,394.71,1806,1806,-1.0,-1.0,-1,-1,0.0
13252,-74.00473022460938,40.75212097167969,-73.9947967529297,40.75040054321289,275.05,1806,1806,-1.0,-1.0,-1,-1,0.0
13253,-73.9935302734375,40.74728012084961,-74.00960540771484,40.716453552246094,598.69,1806,1806,-1.0,-1.0,-1,-1,0.0
13254,-73.98358154296875,40.77366256713867,-73.95997619628906,40.76361083984375,648.92,1806,1806,2060.28,2709.2,254.2800000000002,-3.410605131648481e-13,0.9999999999999994
13255,-73.9608154296875,40.76926040649415,-73.96945190429686,40.76347732543945,329.2,1806,1806,-1.0,-1.0,-1,-1,0.0
13256,-73.9955825805664,40.73094940185547,-73.9779281616211,40.754695892333984,829.53,1807,1807,-1.0,-1.0,-1,-1,0.0
13257,-73.96932983398438,40.76364517211913,-73.97335815429686,40.755237579345696,286.59,1807,1807,1840.73,2129.99,33.73000000000002,2.6699999999997885,1.0093164450957808
13258,-73.9979248046875,40.73596572875977,-73.98393249511719,40.753177642822266,455.21,1807,1807,1864.32,2319.53,57.319999999999936,2.8421709430404007e-13,1.0000000000000007
13259,-73.98915100097656,40.77288055419922,-73.97177124023438,40.78797912597656,454.12,1807,1807,1908.13,2362.25,101.13000000000011,-1.1368683772161603e-13,0.9999999999999998
13260,-73.98342895507811,40.74983978271485,-73.99767303466798,40.724281311035156,637.64,1807,1807,1973.25,2610.89,166.25,-1.1368683772161603e-13,0.9999999999999998
13261,-73.9984817504883,40.745208740234375,-74.00414276123048,40.75098037719727,246.0,1807,1807,1830.4,2122.9100000000003,23.40000000000009,46.51000000000022,1.1890650406504073
13262,-73.98562622070312,40.73270034790039,-73.9832534790039,40.74383163452149,381.91,1807,1807,-1.0,-1.0,-1,-1,0.0
13263,-73.99777984619139,40.76119613647461,-74.0076446533203,40.75164794921875,269.53,1807,1807,-1.0,-1.0,-1,-1,0.0
13264,-73.96961975097656,40.76103210449219,-74.00508117675781,40.74646377563477,1065.6,1807,1807,-1.0,-1.0,-1,-1,0.0
13265,-73.99127197265625,40.7299690246582,-73.96405792236328,40.773841857910156,1146.25,1807,1807,1865.57,3011.82,58.569999999999936,2.2737367544323206e-13,1.0000000000000002
13266,-74.00216674804686,40.72951126098633,-73.98345947265625,40.743446350097656,559.78,1807,1807,1856.44,2460.44,49.440000000000055,44.22000000000003,1.078995319589839
13267,-73.9893798828125,40.72636032104492,-74.006103515625,40.73586654663085,601.06,1807,1807,1861.25,2462.31,54.25,0.0,1.0
13268,-73.9997787475586,40.7347412109375,-73.98754119873048,40.7381591796875,379.08,1807,1807,-1.0,-1.0,-1,-1,0.0
13269,-73.99736785888672,40.74216842651367,-74.00679779052734,40.73035049438477,270.63,1807,1807,1850.4799999999998,2121.11,43.47999999999979,3.410605131648481e-13,1.0000000000000013
13270,-73.9444580078125,40.83481979370117,-73.98574829101562,40.763179779052734,1124.05,1807,1807,2154.37,3278.42,347.3699999999999,2.2737367544323206e-13,1.0000000000000002
13271,-73.98833465576173,40.71988296508789,-73.98148345947266,40.711441040039055,536.79,1808,1808,1861.5,2398.29,53.5,0.0,1.0
13272,-73.9750747680664,40.750801086425774,-73.96338653564453,40.765872955322266,383.55,1808,1808,-1.0,-1.0,-1,-1,0.0
13273,-73.98202514648438,40.76289749145508,-73.99053192138672,40.75142288208008,389.41,1808,1808,1849.17,2238.58,41.17000000000007,-1.7053025658242404e-13,0.9999999999999996
13274,-73.96733856201173,40.7690315246582,-73.96067810058595,40.769718170166016,191.92,1808,1808,1840.67,2032.59,32.67000000000007,-1.4210854715202004e-13,0.9999999999999992
13275,-73.99056243896483,40.7563705444336,-73.95974731445312,40.77374649047852,913.77,1808,1808,1977.25,2891.02,169.25,0.0,1.0
13276,-73.95579528808595,40.77632141113281,-73.93673706054686,40.81953811645508,909.86,1808,1808,1859.5,2816.5099999999998,51.5,47.14999999999975,1.0518211592992326
13277,-73.97319030761719,40.75590515136719,-74.0095977783203,40.71574401855469,1215.23,1808,1808,-1.0,-1.0,-1,-1,0.0
13278,-73.98926544189453,40.76319122314453,-73.99579620361328,40.74894332885742,466.65,1809,1809,-1.0,-1.0,-1,-1,0.0
13279,-74.00174713134766,40.74078369140625,-73.94992828369139,40.78174209594727,1402.28,1809,1809,1903.13,3317.91,94.13000000000011,12.499999999999773,1.0089140542544996
13280,-73.945068359375,40.77500534057617,-73.96312713623048,40.76189422607422,580.21,1809,1809,1861.15,2441.36,52.15000000000009,0.0,1.0
13281,-73.9817123413086,40.7522850036621,-73.98041534423827,40.743412017822266,340.95,1809,1809,-1.0,-1.0,-1,-1,0.0
13282,-74.00410461425781,40.7425651550293,-73.97835540771484,40.75130462646485,807.53,1809,1809,-1.0,-1.0,-1,-1,0.0
13283,-73.97541046142578,40.74475479125977,-73.98062896728516,40.73524475097656,257.75,1809,1809,1894.42,2152.17,85.42000000000007,0.0,1.0
13284,-73.9891128540039,40.73643112182617,-73.9773712158203,40.743690490722656,379.53,1809,1809,-1.0,-1.0,-1,-1,0.0
13285,-73.96976470947266,40.78474044799805,-73.98171997070312,40.77122497558594,397.96,1809,1809,-1.0,-1.0,-1,-1,0.0
13286,-73.98262786865234,40.74256134033203,-74.00871276855469,40.72333908081055,925.73,1809,1809,1847.74,2846.31,38.74000000000001,72.83999999999992,1.0786838495025546
13287,-73.98611450195312,40.75830841064453,-73.98249053955078,40.77241516113281,481.78,1810,1810,-1.0,-1.0,-1,-1,0.0
13288,-73.97813415527344,40.75165557861328,-73.98945617675781,40.746490478515625,492.43,1810,1810,-1.0,-1.0,-1,-1,0.0
13289,-73.98280334472656,40.76436996459961,-73.99174499511719,40.74991226196289,507.44,1810,1810,-1.0,-1.0,-1,-1,0.0
13290,-73.96192169189453,40.76792526245117,-73.94873046875,40.77482604980469,346.56,1810,1810,1852.2899999999997,2238.8199999999997,42.289999999999736,39.96999999999997,1.1153335641735918
13291,-73.9734115600586,40.75152206420898,-73.94730377197266,40.77558898925781,672.4,1811,1811,-1.0,-1.0,-1,-1,0.0
13292,-73.9920196533203,40.73833847045898,-74.00321197509766,40.733055114746094,302.12,1811,1811,-1.0,-1.0,-1,-1,0.0
13293,-73.97408294677734,40.764808654785156,-74.0052490234375,40.70802688598633,1475.0,1811,1811,-1.0,-1.0,-1,-1,0.0
13294,-73.9846420288086,40.76165008544922,-73.96917724609375,40.75516128540039,625.49,1811,1811,1832.09,2544.88,21.089999999999918,87.30000000000018,1.1395705766678927
13295,-74.00886535644531,40.718994140625,-73.98092651367188,40.7845573425293,1116.73,1811,1811,1878.54,2995.269999999999,67.53999999999996,-9.094947017729282e-13,0.9999999999999992
13296,-73.97176361083984,40.7548713684082,-73.9761734008789,40.78823852539063,960.95,1811,1811,-1.0,-1.0,-1,-1,0.0
13297,-73.98764038085938,40.75632858276367,-73.96879577636719,40.7702522277832,731.97,1811,1811,-1.0,-1.0,-1,-1,0.0
13298,-73.99353790283203,40.747047424316406,-73.9975357055664,40.73591232299805,270.21,1811,1811,1838.0,2108.21,27.0,5.684341886080802e-14,1.0000000000000002
13299,-73.93868255615234,40.84560775756836,-73.94036865234375,40.835296630859375,186.97,1811,1811,-1.0,-1.0,-1,-1,0.0
13300,-73.99288940429686,40.73736953735352,-73.9846420288086,40.74261474609375,414.33,1811,1811,-1.0,-1.0,-1,-1,0.0
13301,-74.00941467285155,40.73543167114258,-73.98631286621094,40.75916290283203,801.09,1811,1811,1849.8,2650.89,38.799999999999955,-1.1368683772161603e-13,0.9999999999999999
13302,-73.98826599121094,40.764732360839844,-74.00580596923827,40.75079345703125,466.5,1812,1812,-1.0,-1.0,-1,-1,0.0
13303,-74.0042266845703,40.725502014160156,-73.99354553222656,40.72742462158203,323.63,1812,1812,-1.0,-1.0,-1,-1,0.0
13304,-73.98909759521484,40.747840881347656,-73.97181701660156,40.74382019042969,638.99,1812,1812,1870.29,2509.2799999999997,58.289999999999964,-2.2737367544323206e-13,0.9999999999999997
13305,-73.99161529541014,40.738624572753906,-74.0024185180664,40.72770690917969,351.79,1812,1812,-1.0,-1.0,-1,-1,0.0
13306,-74.01565551757811,40.71174621582031,-73.98429107666014,40.74552536010742,1071.16,1812,1812,-1.0,-1.0,-1,-1,0.0
13307,-73.98148345947266,40.75934600830078,-74.0027618408203,40.76058197021485,643.5,1812,1812,-1.0,-1.0,-1,-1,0.0
13308,-73.97413635253906,40.75434875488281,-73.98583984375,40.75585174560547,441.3,1812,1812,-1.0,-1.0,-1,-1,0.0
13309,-73.97330474853516,40.755760192871094,-73.97740173339844,40.74281311035156,356.54,1813,1813,-1.0,-1.0,-1,-1,0.0
13310,-73.95471954345702,40.78389358520508,-73.966552734375,40.77225875854492,368.89,1813,1813,1885.29,2254.18,72.28999999999996,-1.1368683772161603e-13,0.9999999999999997
13311,-73.99433135986328,40.7409553527832,-73.97902679443358,40.78936767578125,1158.78,1813,1813,-1.0,-1.0,-1,-1,0.0
13312,-73.98011779785155,40.75146865844727,-73.9686279296875,40.75159072875977,379.36,1813,1813,1867.12,2246.48,54.11999999999989,1.1368683772161603e-13,1.0000000000000002
13313,-73.9964599609375,40.74792098999024,-73.99102783203125,40.7558708190918,257.39,1813,1813,1852.68,2110.07,39.680000000000064,1.1368683772161603e-13,1.0000000000000004
13314,-73.98130798339844,40.74736022949219,-73.9628677368164,40.77487182617188,704.61,1813,1813,-1.0,-1.0,-1,-1,0.0
13315,-73.97179412841797,40.76067352294922,-73.95088195800781,40.77585220336913,585.08,1813,1813,1839.04,2497.9900000000002,26.039999999999964,73.87000000000023,1.1262562384631165
13316,-73.97121429443358,40.755313873291016,-73.95629119873048,40.767669677734375,390.94,1813,1813,-1.0,-1.0,-1,-1,0.0
13317,-73.97368621826173,40.78295135498047,-73.96121978759766,40.756614685058594,989.06,1814,1814,1873.61,2862.67,59.6099999999999,2.2737367544323206e-13,1.0000000000000002
13318,-73.96959686279298,40.762855529785156,-73.97643280029298,40.72474670410156,968.09,1814,1814,-1.0,-1.0,-1,-1,0.0
13319,-74.00298309326173,40.76034164428711,-73.99004364013672,40.774898529052734,404.13,1814,1814,-1.0,-1.0,-1,-1,0.0
13320,-73.97525024414062,40.75292205810547,-73.95755004882812,40.765708923339844,487.66,1814,1814,-1.0,-1.0,-1,-1,0.0
13321,-74.00282287597656,40.76057815551758,-73.98509979248048,40.75886917114258,522.17,1814,1814,-1.0,-1.0,-1,-1,0.0
13322,-74.0170364379883,40.70560073852539,-73.99208068847656,40.72550964355469,853.65,1814,1814,-1.0,-1.0,-1,-1,0.0
13323,-73.96141815185547,40.76047134399415,-73.96015167236328,40.7706184387207,263.15,1815,1815,-1.0,-1.0,-1,-1,0.0
13324,-73.94631195068358,40.77288055419922,-73.97803497314453,40.73424530029297,732.65,1815,1815,1926.37,2659.02,111.36999999999989,1.1368683772161603e-13,1.0000000000000002
13325,-73.99175262451173,40.74985122680664,-73.95426177978516,40.7822380065918,1229.9,1815,1815,-1.0,-1.0,-1,-1,0.0
13326,-73.96047210693358,40.77979278564453,-73.95196533203125,40.8038444519043,501.76,1815,1815,1909.04,2410.8,94.03999999999996,2.2737367544323206e-13,1.0000000000000004
13327,-73.9559097290039,40.764060974121094,-73.9752197265625,40.75230026245117,586.21,1815,1815,1859.81,2487.89,44.809999999999945,41.86999999999989,1.0714249159857387
13328,-74.01595306396483,40.711181640625,-73.9941177368164,40.71774291992188,680.01,1815,1815,-1.0,-1.0,-1,-1,0.0
13329,-73.9766616821289,40.77556991577149,-73.9773178100586,40.79124069213867,415.14,1816,1816,1852.75,2344.24,36.75,76.3499999999998,1.1839138603844481
13330,-74.00902557373048,40.72663116455078,-73.98687744140625,40.721206665039055,749.87,1816,1816,1911.21,2675.2,95.21000000000004,14.119999999999777,1.01882993052129
13331,-74.00550842285155,40.751060485839844,-74.00570678710938,40.738731384277344,330.38,1816,1816,-1.0,-1.0,-1,-1,0.0
13332,-73.97099304199219,40.751895904541016,-74.00831604003906,40.74568557739258,1078.58,1817,1817,1871.25,2988.75,54.25,38.92000000000007,1.0360844814478296
13333,-73.97358703613281,40.78964614868164,-73.96815490722656,40.80075454711913,202.89,1817,1817,1853.5800000000002,2056.4700000000003,36.580000000000155,1.1368683772161603e-13,1.0000000000000007
13334,-73.96793365478516,40.762786865234375,-73.96464538574219,40.75494384765625,332.88,1817,1817,-1.0,-1.0,-1,-1,0.0
13335,-73.98023986816406,40.74247741699219,-73.99234008789062,40.74956130981445,541.96,1817,1817,1845.55,2478.63,28.549999999999955,91.12000000000012,1.1681304893350064
13336,-73.96800994873048,40.76545715332031,-73.96133422851562,40.75943374633789,378.37,1818,1818,-1.0,-1.0,-1,-1,0.0
13337,-73.97972869873048,40.75542831420898,-73.9866714477539,40.750301361083984,244.75,1818,1818,1863.59,2108.34,45.58999999999992,2.2737367544323206e-13,1.0000000000000009
13338,-74.00287628173827,40.760398864746094,-73.96803283691406,40.76039505004883,987.98,1818,1818,-1.0,-1.0,-1,-1,0.0
13339,-73.97669219970702,40.756065368652344,-73.95834350585938,40.78084182739258,539.73,1818,1818,-1.0,-1.0,-1,-1,0.0
13340,-73.9769058227539,40.75172805786133,-73.95896911621094,40.77783584594727,670.69,1818,1818,1849.65,2584.66,31.65000000000009,64.31999999999971,1.0959012360404952
13341,-73.98097229003906,40.750648498535156,-73.97039794921875,40.765480041503906,384.68,1818,1818,1832.05,2216.73,14.049999999999955,5.684341886080802e-14,1.0000000000000002
13342,-73.9565200805664,40.76822280883789,-73.96965789794923,40.763496398925774,458.41,1818,1818,1865.95,2334.44,47.950000000000045,10.079999999999984,1.0219890491045134
13343,-73.98141479492188,40.74981689453125,-73.96350860595702,40.77513885498047,595.03,1818,1818,-1.0,-1.0,-1,-1,0.0
13344,-73.9715118408203,40.78221893310547,-73.96624755859375,40.80457305908203,476.76,1818,1818,1857.28,2414.63,39.27999999999997,80.59000000000015,1.1690368319489892
13345,-73.98673248291014,40.73308181762695,-73.9837875366211,40.757511138916016,796.81,1819,1819,1860.1299999999999,2703.74,41.12999999999988,46.799999999999955,1.058734202632999
13346,-73.98011016845702,40.74880981445313,-73.99246215820312,40.72496032714844,672.63,1819,1819,1875.37,2593.3,56.36999999999989,45.300000000000296,1.0673475759332773
13347,-73.99349975585938,40.73595809936523,-74.00569915771484,40.74031066894531,342.79,1819,1819,1872.6999999999998,2263.12,53.69999999999982,47.63000000000005,1.1389480439919486
13348,-73.98088836669923,40.76333999633789,-73.98291015625,40.77172088623047,381.64,1819,1819,-1.0,-1.0,-1,-1,0.0
13349,-73.99620819091797,40.74344253540039,-74.00537109375,40.740081787109375,259.2,1820,1820,-1.0,-1.0,-1,-1,0.0
13350,-73.96554565429686,40.76862335205078,-73.96968841552734,40.78803253173828,562.34,1820,1820,1876.31,2438.65,56.309999999999945,1.1368683772161603e-13,1.0000000000000002
13351,-73.98018646240234,40.78586959838867,-73.97419738769531,40.7618293762207,754.45,1820,1820,1831.9799999999998,2646.3999999999996,11.97999999999979,59.9699999999998,1.0794883690105372
13352,-73.97602844238281,40.751991271972656,-73.98106384277344,40.774208068847656,842.84,1820,1820,-1.0,-1.0,-1,-1,0.0
13353,-73.98994445800781,40.767105102539055,-73.98247528076173,40.7726936340332,183.37,1820,1820,1847.92,2031.29,27.920000000000073,-1.1368683772161603e-13,0.9999999999999993
13354,-73.98834228515625,40.73769760131836,-73.99352264404298,40.74665069580078,433.59,1820,1820,1840.75,2339.0,20.75,64.66000000000003,1.1491270555132729
13355,-73.9578399658203,40.77370071411133,-73.98246002197266,40.7714958190918,656.37,1820,1820,1934.54,2590.91,114.53999999999996,-1.1368683772161603e-13,0.9999999999999998
13356,-73.96974945068358,40.75796508789063,-73.9579849243164,40.768402099609375,325.33,1821,1821,-1.0,-1.0,-1,-1,0.0
13357,-73.97798156738281,40.75712585449219,-74.00527954101562,40.71930313110352,1075.57,1821,1821,-1.0,-1.0,-1,-1,0.0
13358,-73.94573211669923,40.77793502807617,-73.95445251464845,40.77329635620117,225.87,1821,1821,1849.9699999999998,2088.5899999999997,28.9699999999998,12.749999999999886,1.0564483995218483
13359,-73.9935302734375,40.74967956542969,-73.97570037841797,40.76430130004883,637.48,1821,1821,-1.0,-1.0,-1,-1,0.0
13360,-73.9844741821289,40.76512908935547,-73.99102783203125,40.76193237304688,233.53,1821,1821,-1.0,-1.0,-1,-1,0.0
13361,-74.00563049316406,40.71841812133789,-74.00359344482422,40.74748611450195,605.78,1821,1821,-1.0,-1.0,-1,-1,0.0
13362,-73.96804809570312,40.79890823364258,-74.00702667236328,40.74713897705078,1137.18,1821,1821,-1.0,-1.0,-1,-1,0.0
13363,-73.99945068359375,40.74394607543945,-73.97813415527344,40.75203323364258,626.53,1821,1821,1851.0500000000002,2559.27,30.050000000000182,81.68999999999983,1.13038481796562
13364,-73.9939193725586,40.75109100341797,-73.95343780517578,40.766902923583984,1174.06,1821,1821,1856.6299999999999,3071.86,35.62999999999988,41.1700000000003,1.035066350953103
13365,-73.9546890258789,40.7654685974121,-73.9716567993164,40.744529724121094,322.62,1822,1822,1857.7,2180.32,35.700000000000045,1.1368683772161603e-13,1.0000000000000004
13366,-73.97551727294923,40.74951171875,-73.9563980102539,40.775367736816406,595.86,1822,1822,-1.0,-1.0,-1,-1,0.0
13367,-73.98309326171875,40.74121856689453,-73.95274353027344,40.780460357666016,929.7,1822,1822,1866.99,2832.39,44.99000000000001,35.69999999999982,1.0383994837044206
13368,-73.97792053222656,40.75227355957031,-73.99182891845702,40.74940490722656,498.04,1822,1822,1862.07,2360.11,40.069999999999936,1.7053025658242404e-13,1.0000000000000004
13369,-73.98226928710938,40.77642822265625,-73.98687744140625,40.72962188720703,1382.32,1822,1822,1835.15,3270.9100000000003,13.150000000000091,53.44000000000028,1.0386596446553622
13370,-73.97579956054686,40.749038696289055,-73.94405364990234,40.777931213378906,743.58,1822,1822,-1.0,-1.0,-1,-1,0.0
13371,-73.96810150146483,40.7553596496582,-73.99713134765625,40.7314682006836,780.7,1822,1822,-1.0,-1.0,-1,-1,0.0
13372,-73.96910095214845,40.76398086547852,-73.99152374267578,40.76385498046875,734.21,1822,1822,-1.0,-1.0,-1,-1,0.0
13373,-73.95964050292969,40.77989196777344,-73.95514678955078,40.7883186340332,192.78,1822,1822,-1.0,-1.0,-1,-1,0.0
13374,-73.97441864013672,40.76213836669922,-73.98237609863281,40.75679397583008,336.59,1823,1823,-1.0,-1.0,-1,-1,0.0
13375,-73.96486663818358,40.77775192260742,-73.97930145263672,40.77356338500977,386.79,1823,1823,-1.0,-1.0,-1,-1,0.0
13376,-74.00408935546875,40.731300354003906,-73.96389770507811,40.763835906982415,1251.68,1823,1823,-1.0,-1.0,-1,-1,0.0
13377,-73.97341918945312,40.74738693237305,-74.00920867919923,40.724769592285156,1029.89,1823,1823,-1.0,-1.0,-1,-1,0.0
